"Sample" "Value" "Quality" "source" "Group" "Metric"
"67" "HCC1395/BL" 15.9543692757669 "Q40" "HCC1395BL_Fresh_1_R1.10G" "DNA" "Duplication (%)"
"68" "HCC1395/BL" 15.0475210768113 "Q40" "HCC1395BL_Fresh_1_R2.10G" "DNA" "Duplication (%)"
"69" "HCC1395/BL" 15.7761021872198 "Q40" "HCC1395BL_Fresh_2_R1.10G" "DNA" "Duplication (%)"
"70" "HCC1395/BL" 15.0640094793148 "Q40" "HCC1395BL_Fresh_2_R2.10G" "DNA" "Duplication (%)"
"71" "HCC1395/BL" 15.525568167353 "Q40" "HCC1395BL_Fresh_3_R1.10G" "DNA" "Duplication (%)"
"72" "HCC1395/BL" 15.0604629124295 "Q40" "HCC1395BL_Fresh_3_R2.10G" "DNA" "Duplication (%)"
"73" "HCC1395/BL" 35.9607153039584 "Q30" "HCC1395_1_ILM_R1.10G" "DNA" "Duplication (%)"
"74" "HCC1395/BL" 33.5406249640488 "Q30" "HCC1395_1_ILM_R2.10G" "DNA" "Duplication (%)"
"77" "HCC1395/BL" 35.5655072517169 "Q30" "HCC1395_2_ILM_R1.10G" "DNA" "Duplication (%)"
"78" "HCC1395/BL" 33.3727942330847 "Q30" "HCC1395_2_ILM_R2.10G" "DNA" "Duplication (%)"
"81" "HCC1395/BL" 36.1795270940684 "Q30" "HCC1395_3_ILM_R1.10G" "DNA" "Duplication (%)"
"82" "HCC1395/BL" 34.1306945785173 "Q30" "HCC1395_3_ILM_R2.10G" "DNA" "Duplication (%)"
"85" "HCC1395/BL" 16.4728767548679 "Q40" "HCC1395_Fresh_1_R1.10G" "DNA" "Duplication (%)"
"86" "HCC1395/BL" 15.6401843022319 "Q40" "HCC1395_Fresh_1_R2.10G" "DNA" "Duplication (%)"
"87" "HCC1395/BL" 16.803603839677 "Q40" "HCC1395_Fresh_2_R1.10G" "DNA" "Duplication (%)"
"88" "HCC1395/BL" 15.9131747585408 "Q40" "HCC1395_Fresh_2_R2.10G" "DNA" "Duplication (%)"
"89" "HCC1395/BL" 17.0584110487767 "Q40" "HCC1395_Fresh_3_R1.10G" "DNA" "Duplication (%)"
"90" "HCC1395/BL" 16.3469075502592 "Q40" "HCC1395_Fresh_3_R2.10G" "DNA" "Duplication (%)"
"91" "Quartet" 35.8602503081605 "Q30" "M8_1_ILM_R1.10G" "DNA" "Duplication (%)"
"92" "Quartet" 33.4392847339972 "Q30" "M8_1_ILM_R2.10G" "DNA" "Duplication (%)"
"95" "Quartet" 15.6104319982743 "Q40" "M8_1_R1.10G" "DNA" "Duplication (%)"
"96" "Quartet" 14.8369398454562 "Q40" "M8_1_R2.10G" "DNA" "Duplication (%)"
"97" "Quartet" 34.677744813149 "Q30" "M8_2_ILM_R1.10G" "DNA" "Duplication (%)"
"98" "Quartet" 32.2557268989499 "Q30" "M8_2_ILM_R2.10G" "DNA" "Duplication (%)"
"101" "Quartet" 15.4093130084551 "Q40" "M8_2_R1.10G" "DNA" "Duplication (%)"
"102" "Quartet" 14.8514539134905 "Q40" "M8_2_R2.10G" "DNA" "Duplication (%)"
"103" "Quartet" 34.982972854569 "Q30" "M8_3_ILM_R1.10G" "DNA" "Duplication (%)"
"104" "Quartet" 32.8647857689136 "Q30" "M8_3_ILM_R2.10G" "DNA" "Duplication (%)"
"107" "Quartet" 15.7304810316195 "Q40" "M8_3_R1.10G" "DNA" "Duplication (%)"
"108" "Quartet" 14.8864882298084 "Q40" "M8_3_R2.10G" "DNA" "Duplication (%)"
"109" "NA12878" 35.3352329077771 "Q30" "NIST_1_ILM_R1.10G" "DNA" "Duplication (%)"
"110" "NA12878" 33.5199995808953 "Q30" "NIST_1_ILM_R2.10G" "DNA" "Duplication (%)"
"113" "NA12878" 15.6755801127071 "Q40" "NIST_1_R1.10G" "DNA" "Duplication (%)"
"114" "NA12878" 14.9093561640426 "Q40" "NIST_1_R2.10G" "DNA" "Duplication (%)"
"115" "NA12878" 35.009768848821 "Q30" "NIST_2_ILM_R1.10G" "DNA" "Duplication (%)"
"116" "NA12878" 32.809876510574 "Q30" "NIST_2_ILM_R2.10G" "DNA" "Duplication (%)"
"119" "NA12878" 15.6010909145022 "Q40" "NIST_2_R1.10G" "DNA" "Duplication (%)"
"120" "NA12878" 14.6938684287848 "Q40" "NIST_2_R2.10G" "DNA" "Duplication (%)"
"121" "NA12878" 34.4172116737459 "Q30" "NIST_3_ILM_R1.10G" "DNA" "Duplication (%)"
"122" "NA12878" 32.5733156359959 "Q30" "NIST_3_ILM_R2.10G" "DNA" "Duplication (%)"
"125" "NA12878" 15.6726114689397 "Q40" "NIST_3_R1.10G" "DNA" "Duplication (%)"
"127" "NA12878" 14.7126152337983 "Q40" "NIST_3_R2.10G" "DNA" "Duplication (%)"
"126" "Quartet" 36.1514914725149 "Q30" "D5_1_ILM_R1.10G_R1" "DNA" "Phred quality score"
"210" "Quartet" 35.709199258513 "Q30" "D5_1_ILM_R2.10G_R2" "DNA" "Phred quality score"
"3" "Quartet" 42.1352624636158 "Q40" "D5_1_R1.10G_R1" "DNA" "Phred quality score"
"4" "Quartet" 39.39495132616 "Q40" "D5_1_R2.10G_R2" "DNA" "Phred quality score"
"510" "Quartet" 36.1435338265406 "Q30" "D5_2_ILM_R1.10G_R1" "DNA" "Phred quality score"
"610" "Quartet" 35.4578277391046 "Q30" "D5_2_ILM_R2.10G_R2" "DNA" "Phred quality score"
"710" "Quartet" 42.367439267727 "Q40" "D5_2_R1.10G_R1" "DNA" "Phred quality score"
"810" "Quartet" 40.3660702987133 "Q40" "D5_2_R2.10G_R2" "DNA" "Phred quality score"
"9" "Quartet" 36.168121536576 "Q30" "D5_3_ILM_R1.10G_R1" "DNA" "Phred quality score"
"10" "Quartet" 35.3665202680863 "Q30" "D5_3_ILM_R2.10G_R2" "DNA" "Phred quality score"
"1110" "Quartet" 42.2694902884844 "Q40" "D5_3_R1.10G_R1" "DNA" "Phred quality score"
"1210" "Quartet" 39.6876578678766 "Q40" "D5_3_R2.10G_R2" "DNA" "Phred quality score"
"131" "Quartet" 36.1694044209215 "Q30" "D6_1_ILM_R1.10G_R1" "DNA" "Phred quality score"
"143" "Quartet" 35.6199518265201 "Q30" "D6_1_ILM_R2.10G_R2" "DNA" "Phred quality score"
"15" "Quartet" 42.2878476927206 "Q40" "D6_1_R1.10G_R1" "DNA" "Phred quality score"
"16" "Quartet" 39.8282373505982 "Q40" "D6_1_R2.10G_R2" "DNA" "Phred quality score"
"171" "Quartet" 36.1273482150103 "Q30" "D6_2_ILM_R1.10G_R1" "DNA" "Phred quality score"
"181" "Quartet" 35.2693074770089 "Q30" "D6_2_ILM_R2.10G_R2" "DNA" "Phred quality score"
"191" "Quartet" 42.3360136878795 "Q40" "D6_2_R1.10G_R1" "DNA" "Phred quality score"
"201" "Quartet" 40.1779973425844 "Q40" "D6_2_R2.10G_R2" "DNA" "Phred quality score"
"21" "Quartet" 36.1976477858712 "Q30" "D6_3_ILM_R1.10G_R1" "DNA" "Phred quality score"
"22" "Quartet" 35.3064128490115 "Q30" "D6_3_ILM_R2.10G_R2" "DNA" "Phred quality score"
"231" "Quartet" 42.347418275211 "Q40" "D6_3_R1.10G_R1" "DNA" "Phred quality score"
"241" "Quartet" 39.8726209912525 "Q40" "D6_3_R2.10G_R2" "DNA" "Phred quality score"
"251" "Quartet" 36.155869201085 "Q30" "F7_1_ILM_R1.10G_R1" "DNA" "Phred quality score"
"261" "Quartet" 35.2371918935824 "Q30" "F7_1_ILM_R2.10G_R2" "DNA" "Phred quality score"
"27" "Quartet" 42.288970721416 "Q40" "F7_1_R1.10G_R1" "DNA" "Phred quality score"
"28" "Quartet" 40.0937109207266 "Q40" "F7_1_R2.10G_R2" "DNA" "Phred quality score"
"291" "Quartet" 36.1581055462054 "Q30" "F7_2_ILM_R1.10G_R1" "DNA" "Phred quality score"
"301" "Quartet" 35.3377436844306 "Q30" "F7_2_ILM_R2.10G_R2" "DNA" "Phred quality score"
"311" "Quartet" 42.2882628748826 "Q40" "F7_2_R1.10G_R1" "DNA" "Phred quality score"
"321" "Quartet" 39.8891465804704 "Q40" "F7_2_R2.10G_R2" "DNA" "Phred quality score"
"33" "Quartet" 36.1400518610321 "Q30" "F7_3_ILM_R1.10G_R1" "DNA" "Phred quality score"
"34" "Quartet" 35.4636065502676 "Q30" "F7_3_ILM_R2.10G_R2" "DNA" "Phred quality score"
"351" "Quartet" 42.336513630523 "Q40" "F7_3_R1.10G_R1" "DNA" "Phred quality score"
"361" "Quartet" 40.0223259163812 "Q40" "F7_3_R2.10G_R2" "DNA" "Phred quality score"
"371" "HCC1395/BL" 36.181971998925 "Q30" "HCC1395BL_1_ILM_R1.10G_R1" "DNA" "Phred quality score"
"381" "HCC1395/BL" 35.5577953768411 "Q30" "HCC1395BL_1_ILM_R2.10G_R2" "DNA" "Phred quality score"
"39" "HCC1395/BL" 36.1607474727127 "Q30" "HCC1395BL_2_ILM_R1.10G_R1" "DNA" "Phred quality score"
"40" "HCC1395/BL" 35.4028956110816 "Q30" "HCC1395BL_2_ILM_R2.10G_R2" "DNA" "Phred quality score"
"411" "HCC1395/BL" 36.1554234659753 "Q30" "HCC1395BL_3_ILM_R1.10G_R1" "DNA" "Phred quality score"
"421" "HCC1395/BL" 35.5622366970434 "Q30" "HCC1395BL_3_ILM_R2.10G_R2" "DNA" "Phred quality score"
"431" "HCC1395/BL" 42.2053312602638 "Q40" "HCC1395BL_Fresh_1_R1.10G_R1" "DNA" "Phred quality score"
"441" "HCC1395/BL" 39.6913831490191 "Q40" "HCC1395BL_Fresh_1_R2.10G_R2" "DNA" "Phred quality score"
"45" "HCC1395/BL" 42.404232565516 "Q40" "HCC1395BL_Fresh_2_R1.10G_R1" "DNA" "Phred quality score"
"46" "HCC1395/BL" 40.1295770647168 "Q40" "HCC1395BL_Fresh_2_R2.10G_R2" "DNA" "Phred quality score"
"471" "HCC1395/BL" 42.2829574454085 "Q40" "HCC1395BL_Fresh_3_R1.10G_R1" "DNA" "Phred quality score"
"481" "HCC1395/BL" 40.0938051325696 "Q40" "HCC1395BL_Fresh_3_R2.10G_R2" "DNA" "Phred quality score"
"491" "HCC1395/BL" 36.1505742536383 "Q30" "HCC1395_1_ILM_R1.10G_R1" "DNA" "Phred quality score"
"501" "HCC1395/BL" 35.4948281650871 "Q30" "HCC1395_1_ILM_R2.10G_R2" "DNA" "Phred quality score"
"51" "HCC1395/BL" 36.1763001960262 "Q30" "HCC1395_2_ILM_R1.10G_R1" "DNA" "Phred quality score"
"52" "HCC1395/BL" 35.5616023271423 "Q30" "HCC1395_2_ILM_R2.10G_R2" "DNA" "Phred quality score"
"531" "HCC1395/BL" 36.1743062603746 "Q30" "HCC1395_3_ILM_R1.10G_R1" "DNA" "Phred quality score"
"541" "HCC1395/BL" 35.5983824219312 "Q30" "HCC1395_3_ILM_R2.10G_R2" "DNA" "Phred quality score"
"551" "HCC1395/BL" 42.2934990109876 "Q40" "HCC1395_Fresh_1_R1.10G_R1" "DNA" "Phred quality score"
"561" "HCC1395/BL" 39.7787487426822 "Q40" "HCC1395_Fresh_1_R2.10G_R2" "DNA" "Phred quality score"
"57" "HCC1395/BL" 42.2528907371079 "Q40" "HCC1395_Fresh_2_R1.10G_R1" "DNA" "Phred quality score"
"58" "HCC1395/BL" 39.7140161885086 "Q40" "HCC1395_Fresh_2_R2.10G_R2" "DNA" "Phred quality score"
"591" "HCC1395/BL" 42.2284774574953 "Q40" "HCC1395_Fresh_3_R1.10G_R1" "DNA" "Phred quality score"
"601" "HCC1395/BL" 39.8544171931757 "Q40" "HCC1395_Fresh_3_R2.10G_R2" "DNA" "Phred quality score"
"61" "Quartet" 36.1624403719402 "Q30" "M8_1_ILM_R1.10G_R1" "DNA" "Phred quality score"
"62" "Quartet" 35.5734818178927 "Q30" "M8_1_ILM_R2.10G_R2" "DNA" "Phred quality score"
"631" "Quartet" 42.385818770595 "Q40" "M8_1_R1.10G_R1" "DNA" "Phred quality score"
"641" "Quartet" 40.0554573553967 "Q40" "M8_1_R2.10G_R2" "DNA" "Phred quality score"
"65" "Quartet" 36.1633602027389 "Q30" "M8_2_ILM_R1.10G_R1" "DNA" "Phred quality score"
"66" "Quartet" 35.4618823883557 "Q30" "M8_2_ILM_R2.10G_R2" "DNA" "Phred quality score"
"671" "Quartet" 42.3213158717921 "Q40" "M8_2_R1.10G_R1" "DNA" "Phred quality score"
"681" "Quartet" 39.7975641346599 "Q40" "M8_2_R2.10G_R2" "DNA" "Phred quality score"
"691" "Quartet" 36.1643284991696 "Q30" "M8_3_ILM_R1.10G_R1" "DNA" "Phred quality score"
"701" "Quartet" 35.5608866982931 "Q30" "M8_3_ILM_R2.10G_R2" "DNA" "Phred quality score"
"711" "Quartet" 42.3259768122071 "Q40" "M8_3_R1.10G_R1" "DNA" "Phred quality score"
"721" "Quartet" 39.9786795901552 "Q40" "M8_3_R2.10G_R2" "DNA" "Phred quality score"
"731" "NA12878" 36.1475153016857 "Q30" "NIST_1_ILM_R1.10G_R1" "DNA" "Phred quality score"
"741" "NA12878" 35.6338291144436 "Q30" "NIST_1_ILM_R2.10G_R2" "DNA" "Phred quality score"
"75" "NA12878" 42.2513805890401 "Q40" "NIST_1_R1.10G_R1" "DNA" "Phred quality score"
"76" "NA12878" 39.603846986249 "Q40" "NIST_1_R2.10G_R2" "DNA" "Phred quality score"
"771" "NA12878" 36.1578572466312 "Q30" "NIST_2_ILM_R1.10G_R1" "DNA" "Phred quality score"
"781" "NA12878" 35.5987722157246 "Q30" "NIST_2_ILM_R2.10G_R2" "DNA" "Phred quality score"
"79" "NA12878" 42.3535990266939 "Q40" "NIST_2_R1.10G_R1" "DNA" "Phred quality score"
"80" "NA12878" 39.8892709544717 "Q40" "NIST_2_R2.10G_R2" "DNA" "Phred quality score"
"811" "NA12878" 36.1744261459022 "Q30" "NIST_3_ILM_R1.10G_R1" "DNA" "Phred quality score"
"821" "NA12878" 35.5851917675888 "Q30" "NIST_3_ILM_R2.10G_R2" "DNA" "Phred quality score"
"83" "NA12878" 42.2600115757054 "Q40" "NIST_3_R1.10G_R1" "DNA" "Phred quality score"
"84" "NA12878" 39.9725500128308 "Q40" "NIST_3_R2.10G_R2" "DNA" "Phred quality score"
"132" "MAQC" 30.9482099289176 "Q40" "A_1_ELE.R1.10G" "RNA" "Duplication (%)"
"211" "MAQC" 29.889663193999 "Q40" "A_1_ELE.R2.10G" "RNA" "Duplication (%)"
"310" "MAQC" 39.9188500042981 "Q30" "A_1_ILM.R1.10G" "RNA" "Duplication (%)"
"410" "MAQC" 38.0756088341845 "Q30" "A_1_ILM.R2.10G" "RNA" "Duplication (%)"
"712" "MAQC" 30.6717105511471 "Q40" "A_2_ELE.R1.10G" "RNA" "Duplication (%)"
"812" "MAQC" 29.7908412129077 "Q40" "A_2_ELE.R2.10G" "RNA" "Duplication (%)"
"910" "MAQC" 37.0027076041977 "Q30" "A_2_ILM.R1.10G" "RNA" "Duplication (%)"
"1010" "MAQC" 35.3643697757594 "Q30" "A_2_ILM.R2.10G" "RNA" "Duplication (%)"
"137" "MAQC" 30.06540322546 "Q40" "A_3_ELE.R1.10G" "RNA" "Duplication (%)"
"144" "MAQC" 29.1352448264276 "Q40" "A_3_ELE.R2.10G" "RNA" "Duplication (%)"
"151" "MAQC" 36.8691734292353 "Q30" "A_3_ILM.R1.10G" "RNA" "Duplication (%)"
"161" "MAQC" 35.9310328831365 "Q30" "A_3_ILM.R2.10G" "RNA" "Duplication (%)"
"192" "MAQC" 28.81780892357 "Q40" "B_1_ELE.R1.10G" "RNA" "Duplication (%)"
"202" "MAQC" 27.5385140136535 "Q40" "B_1_ELE.R2.10G" "RNA" "Duplication (%)"
"212" "MAQC" 38.4902061555452 "Q30" "B_1_ILM.R1.10G" "RNA" "Duplication (%)"
"221" "MAQC" 37.8865311513476 "Q30" "B_1_ILM.R2.10G" "RNA" "Duplication (%)"
"252" "MAQC" 28.4136716759136 "Q40" "B_2_ELE.R1.10G" "RNA" "Duplication (%)"
"262" "MAQC" 27.6934409316234 "Q40" "B_2_ELE.R2.10G" "RNA" "Duplication (%)"
"271" "MAQC" 35.7163176490046 "Q30" "B_2_ILM.R1.10G" "RNA" "Duplication (%)"
"281" "MAQC" 34.748893304831 "Q30" "B_2_ILM.R2.10G" "RNA" "Duplication (%)"
"312" "MAQC" 28.1156480869641 "Q40" "B_3_ELE.R1.10G" "RNA" "Duplication (%)"
"322" "MAQC" 27.083988708547 "Q40" "B_3_ELE.R2.10G" "RNA" "Duplication (%)"
"331" "MAQC" 34.9024327790554 "Q30" "B_3_ILM.R1.10G" "RNA" "Duplication (%)"
"341" "MAQC" 34.8652071842026 "Q30" "B_3_ILM.R2.10G" "RNA" "Duplication (%)"
"372" "Quartet" 37.6746520071107 "Q40" "D5_1_ELE.R1.10G" "RNA" "Duplication (%)"
"382" "Quartet" 36.2798723263263 "Q40" "D5_1_ELE.R2.10G" "RNA" "Duplication (%)"
"391" "Quartet" 44.5143936528939 "Q30" "D5_1_ILM.R1.10G" "RNA" "Duplication (%)"
"401" "Quartet" 43.5115628377857 "Q30" "D5_1_ILM.R2.10G" "RNA" "Duplication (%)"
"432" "Quartet" 37.0679397360936 "Q40" "D5_2_ELE.R1.10G" "RNA" "Duplication (%)"
"442" "Quartet" 36.2407813800754 "Q40" "D5_2_ELE.R2.10G" "RNA" "Duplication (%)"
"451" "Quartet" 44.7667513652158 "Q30" "D5_2_ILM.R1.10G" "RNA" "Duplication (%)"
"461" "Quartet" 43.4101024196482 "Q30" "D5_2_ILM.R2.10G" "RNA" "Duplication (%)"
"492" "Quartet" 37.8756196004381 "Q40" "D5_3_ELE.R1.10G" "RNA" "Duplication (%)"
"502" "Quartet" 37.225044017264 "Q40" "D5_3_ELE.R2.10G" "RNA" "Duplication (%)"
"511" "Quartet" 44.9422765111655 "Q30" "D5_3_ILM.R1.10G" "RNA" "Duplication (%)"
"521" "Quartet" 45.7054694105118 "Q30" "D5_3_ILM.R2.10G" "RNA" "Duplication (%)"
"552" "Quartet" 37.5492506335501 "Q40" "D6_1_ELE.R1.10G" "RNA" "Duplication (%)"
"562" "Quartet" 36.9632711727552 "Q40" "D6_1_ELE.R2.10G" "RNA" "Duplication (%)"
"571" "Quartet" 42.3403954115254 "Q30" "D6_1_ILM.R1.10G" "RNA" "Duplication (%)"
"581" "Quartet" 42.8274160967554 "Q30" "D6_1_ILM.R2.10G" "RNA" "Duplication (%)"
"611" "Quartet" 38.4544914237711 "Q40" "D6_2_ELE.R1.10G" "RNA" "Duplication (%)"
"621" "Quartet" 37.6238924395792 "Q40" "D6_2_ELE.R2.10G" "RNA" "Duplication (%)"
"632" "Quartet" 43.4845225419123 "Q30" "D6_2_ILM.R1.10G" "RNA" "Duplication (%)"
"642" "Quartet" 43.6586895032048 "Q30" "D6_2_ILM.R2.10G" "RNA" "Duplication (%)"
"672" "Quartet" 38.653297662099 "Q40" "D6_3_ELE.R1.10G" "RNA" "Duplication (%)"
"682" "Quartet" 37.4256176294691 "Q40" "D6_3_ELE.R2.10G" "RNA" "Duplication (%)"
"692" "Quartet" 42.9688348938866 "Q30" "D6_3_ILM.R1.10G" "RNA" "Duplication (%)"
"702" "Quartet" 42.4943838513237 "Q30" "D6_3_ILM.R2.10G" "RNA" "Duplication (%)"
"732" "Quartet" 36.0194816711215 "Q40" "F7_1_ELE.R1.10G" "RNA" "Duplication (%)"
"742" "Quartet" 35.1517354082576 "Q40" "F7_1_ELE.R2.10G" "RNA" "Duplication (%)"
"751" "Quartet" 42.674862572076 "Q30" "F7_1_ILM.R1.10G" "RNA" "Duplication (%)"
"761" "Quartet" 42.9706437608646 "Q30" "F7_1_ILM.R2.10G" "RNA" "Duplication (%)"
"791" "Quartet" 35.6689100276618 "Q40" "F7_2_ELE.R1.10G" "RNA" "Duplication (%)"
"801" "Quartet" 34.3601392362912 "Q40" "F7_2_ELE.R2.10G" "RNA" "Duplication (%)"
"813" "Quartet" 43.8590479655849 "Q30" "F7_2_ILM.R1.10G" "RNA" "Duplication (%)"
"822" "Quartet" 41.9566845509674 "Q30" "F7_2_ILM.R2.10G" "RNA" "Duplication (%)"
"851" "Quartet" 36.4813379968935 "Q40" "F7_3_ELE.R1.10G" "RNA" "Duplication (%)"
"861" "Quartet" 35.4921240917952 "Q40" "F7_3_ELE.R2.10G" "RNA" "Duplication (%)"
"871" "Quartet" 43.6942050555185 "Q30" "F7_3_ILM.R1.10G" "RNA" "Duplication (%)"
"881" "Quartet" 43.5614011643299 "Q30" "F7_3_ILM.R2.10G" "RNA" "Duplication (%)"
"911" "Quartet" 36.9803204028597 "Q40" "M81D63_1_ELE.R1.10G" "RNA" "Duplication (%)"
"921" "Quartet" 36.4983056278826 "Q40" "M81D63_1_ELE.R2.10G" "RNA" "Duplication (%)"
"93" "Quartet" 37.6977322796739 "Q30" "M81D63_1_ILM.R1.10G" "RNA" "Duplication (%)"
"94" "Quartet" 38.023357389004 "Q30" "M81D63_1_ILM.R2.10G" "RNA" "Duplication (%)"
"971" "Quartet" 36.1328828056581 "Q40" "M81D63_2_ELE.R1.10G" "RNA" "Duplication (%)"
"981" "Quartet" 35.6890895959035 "Q40" "M81D63_2_ELE.R2.10G" "RNA" "Duplication (%)"
"99" "Quartet" 43.3712997462005 "Q30" "M81D63_2_ILM.R1.10G" "RNA" "Duplication (%)"
"100" "Quartet" 44.3023378365721 "Q30" "M81D63_2_ILM.R2.10G" "RNA" "Duplication (%)"
"1031" "Quartet" 34.8143086443101 "Q40" "M81D63_3_ELE.R1.10G" "RNA" "Duplication (%)"
"1041" "Quartet" 34.8634363811934 "Q40" "M81D63_3_ELE.R2.10G" "RNA" "Duplication (%)"
"105" "Quartet" 40.0151332091936 "Q30" "M81D63_3_ILM.R1.10G" "RNA" "Duplication (%)"
"106" "Quartet" 40.0583546037929 "Q30" "M81D63_3_ILM.R2.10G" "RNA" "Duplication (%)"
"1091" "Quartet" 34.9868880135636 "Q40" "M83D61_1_ELE.R1.10G" "RNA" "Duplication (%)"
"1101" "Quartet" 34.3989459099735 "Q40" "M83D61_1_ELE.R2.10G" "RNA" "Duplication (%)"
"111" "Quartet" 41.1212160021899 "Q30" "M83D61_1_ILM.R1.10G" "RNA" "Duplication (%)"
"112" "Quartet" 40.6907564584486 "Q30" "M83D61_1_ILM.R2.10G" "RNA" "Duplication (%)"
"1151" "Quartet" 35.1175014428929 "Q40" "M83D61_2_ELE.R1.10G" "RNA" "Duplication (%)"
"1161" "Quartet" 33.986734845028 "Q40" "M83D61_2_ELE.R2.10G" "RNA" "Duplication (%)"
"117" "Quartet" 41.5387302510935 "Q30" "M83D61_2_ILM.R1.10G" "RNA" "Duplication (%)"
"118" "Quartet" 41.0781845603351 "Q30" "M83D61_2_ILM.R2.10G" "RNA" "Duplication (%)"
"1211" "Quartet" 34.6314360249434 "Q40" "M83D61_3_ELE.R1.10G" "RNA" "Duplication (%)"
"1221" "Quartet" 33.6180223443189 "Q40" "M83D61_3_ELE.R2.10G" "RNA" "Duplication (%)"
"123" "Quartet" 39.2831260453272 "Q30" "M83D61_3_ILM.R1.10G" "RNA" "Duplication (%)"
